City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kem',64.9555,34.5793,18.87,64,100,2.54,RU,1689698862
359,villa gesell,-37.2639,-56.973,11.14,58,11,2.82,AR,1689698862
360,palu,-0.8917,119.8707,24.5,93,92,1.18,ID,1689698862
361,westport,41.1415,-73.3579,30.42,75,75,4.12,US,1689698636
362,port shepstone,-30.7414,30.455,20.49,60,0,3.01,ZA,1689698862
363,tyuratam,45.6507,63.3156,25.77,34,50,5.61,KZ,1689698863
364,quesnel,52.9999,-122.5029,13.28,88,20,1.03,CA,1689698863
365,vangaindrano,-23.35,47.6,20.31,89,40,2.06,MG,1689698863
366,presque isle,46.6811,-68.0159,27.79,72,0,4.63,US,1689698863
367,pushkinskiye gory,57.0209,28.9103,15.23,84,100,4.16,RU,1689698863
368,sechura,-5.5569,-80.8222,26.79,58,8,3.23,PE,1689698864
369,mao,39.8885,4.2658,32.31,62,0,4.63,ES,1689698864
370,safotu,-13.4513,-172.4018,26.77,83,97,2.39,WS,1689698864
371,vengerovo,55.6848,76.7471,18.34,65,74,3.53,RU,1689698865
372,remire-montjoly,4.9167,-52.2667,32.02,58,20,3.09,GF,1689698865
373,kalamata,37.0389,22.1142,35.62,36,0,1.03,GR,1689698865
374,lushun,38.8,121.2667,25.12,76,0,3.85,CN,1689698866
375,petersburg,37.2279,-77.4019,32.4,51,0,3.6,US,1689698336
376,san juan de miraflores,-12.1629,-76.9635,23.29,69,33,3.93,PE,1689698866
377,filey,54.21,-0.2892,14.46,89,100,1.34,GB,1689698866
378,nyurba,63.2842,118.3319,9.03,88,8,2.36,RU,1689698866
379,saipan,15.1355,145.701,27.58,100,40,2.57,MP,1689698867
380,morondava,-20.2833,44.2833,23.47,78,4,7.24,MG,1689698867
381,swakopmund,-22.6833,14.5333,18.01,56,0,6.28,NA,1689698867
382,burang,30.25,81.1667,12.73,86,98,1.68,CN,1689698867
383,georgetown,5.4112,100.3354,29.97,79,20,1.54,MY,1689698579
384,selma,36.5708,-119.6121,32.91,35,0,1.54,US,1689698615
385,flying fish cove,-10.4217,105.6791,24.82,83,75,6.17,CX,1689698868
386,champerico,14.3,-91.9167,33.3,68,100,2.43,GT,1689698868
387,palangkaraya,-2.2,113.8333,23.52,94,60,1.42,ID,1689698868
388,nadi,-17.8,177.4167,22.0,68,75,4.63,FJ,1689698868
389,manismata,-2.4667,111.0333,22.95,97,61,1.23,ID,1689698869
390,ta`u,-14.2336,-169.5144,26.55,79,70,3.37,AS,1689698869
391,vallensbaek,55.6333,12.3667,21.67,54,40,6.69,DK,1689698869
392,saint croix,17.7397,-64.7388,31.25,62,20,9.26,VI,1689698869
393,motomachi,43.8228,144.1044,15.58,94,98,1.29,JP,1689698869
394,waingapu,-9.6567,120.2641,22.22,84,3,4.32,ID,1689698869
395,midvagur,62.0511,-7.1939,9.46,87,100,7.72,FO,1689698870
396,bam,29.106,58.357,36.6,8,1,3.46,IR,1689698870
397,acarau,-2.8856,-40.12,30.78,54,1,8.54,BR,1689698870
398,mossel bay,-34.1831,22.146,13.96,74,42,10.72,ZA,1689698870
399,tralee,52.2704,-9.7026,19.14,72,40,3.6,IE,1689698841
400,orcopampa,-15.2661,-72.3417,14.11,25,0,0.26,PE,1689698870
401,launceston,-41.45,147.1667,5.8,60,35,3.09,AU,1689698623
402,turbat,26.0023,63.044,29.44,69,60,2.25,PK,1689698871
403,mega,4.05,38.3,17.57,55,35,4.83,ET,1689698871
404,paratinga,-12.6906,-43.1842,33.9,18,0,1.54,BR,1689698871
405,lethbridge,49.7,-112.8186,22.06,30,20,6.17,CA,1689698697
406,nizhniy odes,63.6445,54.856,21.82,57,98,1.52,RU,1689698871
407,namibe,-15.1961,12.1522,21.36,59,0,1.53,AO,1689698872
408,vernon,50.2581,-119.2691,21.07,47,0,0.51,CA,1689698593
409,newman,37.3138,-121.0208,31.14,15,3,0.82,US,1689698872
410,tukrah,32.5341,20.5791,28.85,61,0,8.22,LY,1689698872
411,kimbe,-5.5502,150.1429,23.2,87,28,2.39,PG,1689698872
412,mabaruma,8.2,-59.7833,28.54,75,28,2.83,GY,1689698872
413,uray,60.1247,64.7758,20.0,84,98,2.6,RU,1689698873
414,newberry,34.2746,-81.6187,32.48,36,1,2.17,US,1689698873
415,kapuskasing,49.4169,-82.4331,18.05,77,100,4.12,CA,1689698766
416,belmonte,-15.8631,-38.8828,26.27,59,5,3.29,BR,1689698873
417,malvan,16.0667,73.4667,25.56,86,100,5.74,IN,1689698873
418,grand-bourg,15.8835,-61.3148,31.97,76,100,6.64,GP,1689698874
419,cam ranh,11.9214,109.1591,28.98,65,20,5.14,VN,1689698874
420,meadow lake,34.8014,-106.5436,35.95,26,30,3.44,US,1689698874
421,bubaque,11.2833,-15.8333,26.66,81,99,4.16,GW,1689698874
422,pacific,38.482,-90.7415,25.7,81,94,1.1,US,1689698874
423,yaren,-0.5472,166.916,28.15,74,100,0.64,NR,1689698874
424,lunteren,52.085,5.6222,24.95,49,100,3.09,NL,1689698875
425,padang,-0.9492,100.3543,25.03,89,97,1.86,ID,1689698875
426,aquitania,5.5197,-72.8875,11.16,88,93,2.8,CO,1689698875
427,mukalla,14.5425,49.1242,32.53,57,46,1.16,YE,1689698875
428,azul,-36.777,-59.8585,8.22,42,31,3.0,AR,1689698875
429,zmeinogorsk,51.1567,82.195,18.51,57,1,3.69,RU,1689698875
430,melekeok village,7.4957,134.6367,25.31,94,100,3.09,PW,1689698876
431,callao,-12.0667,-77.15,24.16,53,0,4.63,PE,1689698876
432,boryeong,36.3493,126.5977,23.98,94,16,2.22,KR,1689698876
433,ixtapa,20.7,-105.2,31.79,83,75,3.09,MX,1689698876
434,namsos,64.4662,11.4957,13.95,77,100,2.57,NO,1689698876
435,kingscliff,-28.2667,153.5667,13.2,100,68,1.03,AU,1689698876
436,nur-sultan,51.1801,71.446,25.97,44,40,6.0,KZ,1689698877
437,hirara,24.8,125.2833,26.92,94,100,1.54,JP,1689698877
438,bogale,16.2833,95.4,25.0,95,66,2.33,MM,1689698877
439,kenai,60.5544,-151.2583,15.08,93,75,2.57,US,1689698877
440,al ghayzah,16.2079,52.176,26.59,83,20,6.0,YE,1689698877
441,bonthe,7.5264,-12.505,26.27,83,99,4.12,SL,1689698877
442,barkot,30.8167,78.2,23.03,98,100,0.93,IN,1689698878
443,mananjary,-21.2167,48.3333,20.89,81,4,0.96,MG,1689698878
444,isangel,-19.55,169.2667,21.78,81,98,6.56,VU,1689698878
445,ndjole,-0.1783,10.7649,30.04,57,84,1.14,GA,1689698878
446,florida,28.7505,-82.5001,33.23,72,40,3.09,US,1689698701
447,hendrina,-26.1588,29.7153,11.56,30,0,2.43,ZA,1689698878
448,lensk,60.7253,114.9278,9.52,85,81,1.65,RU,1689698879
449,jalai nur,49.45,117.7,18.3,88,98,4.39,CN,1689698879
450,myrina,39.8797,25.0742,30.58,35,0,0.0,GR,1689698879
451,homer,59.6425,-151.5483,14.32,94,100,0.0,US,1689698879
452,shushenskoye,53.325,91.9356,16.27,79,0,0.11,RU,1689698884
453,banda aceh,5.5577,95.3222,27.37,79,100,6.89,ID,1689698884
454,ulaangom,49.9811,92.0667,19.99,45,87,1.67,MN,1689698885
455,tamanrasset,22.785,5.5228,36.95,10,0,2.06,DZ,1689698885
456,crane,31.3974,-102.3501,35.94,22,0,8.79,US,1689698885
457,al bardiyah,31.7561,25.0865,28.32,54,0,6.48,LY,1689698886
458,thinadhoo,0.5333,72.9333,28.54,70,85,2.39,MV,1689698886
459,slatina,44.4333,24.3667,34.17,31,0,4.47,RO,1689698827
460,puerto baquerizo moreno,-0.9,-89.6,25.55,89,75,4.12,EC,1689698886
461,les avirons,-21.2418,55.3394,20.05,78,0,8.75,RE,1689698886
462,taguatinga,-12.3857,-46.5711,35.17,17,21,2.78,BR,1689698887
463,pizarro,4.9533,-77.366,29.79,69,51,2.7,CO,1689698887
464,fortaleza,-3.7227,-38.5247,31.07,55,40,6.17,BR,1689698887
465,lethem,3.3803,-59.7968,31.06,59,53,2.1,GY,1689698887
466,iquique,-20.2208,-70.1431,18.02,62,4,3.41,CL,1689698638
467,eloy,32.7559,-111.5548,40.78,26,78,1.39,US,1689698655
468,mitu,1.1983,-70.1733,28.43,74,17,0.19,CO,1689698888
469,asau,46.4333,26.4,27.51,66,41,1.95,RO,1689698889
470,yuzhno-kurilsk,44.0306,145.8556,12.29,94,77,0.43,RU,1689698889
471,reggane,26.7158,0.1714,43.94,5,88,6.86,DZ,1689698890
472,obo,5.3998,26.4869,25.77,68,73,1.87,CF,1689698890
473,kone,-21.0595,164.8658,19.28,88,93,2.3,NC,1689698890
474,roma,43.2128,-75.4557,26.88,69,75,0.45,US,1689698890
475,rundu,-17.9333,19.7667,17.93,25,0,2.23,NA,1689698891
476,carthage,36.8611,10.3316,38.74,25,20,2.57,TN,1689698726
477,undurkhaan,47.3194,110.6556,17.39,83,100,3.31,MN,1689698891
478,sibut,5.718,19.0739,24.67,90,67,1.16,CF,1689698892
479,la alianza,18.3974,-66.6024,32.59,74,88,0.89,PR,1689698892
480,mugia,43.1041,-9.2179,26.06,76,6,7.24,ES,1689698892
481,salavat,53.3837,55.9077,16.26,88,63,1.81,RU,1689698892
482,marataizes,-21.0433,-40.8244,24.31,73,16,4.23,BR,1689698893
483,kisangani,0.5167,25.2,22.2,100,40,0.0,CD,1689698893
484,revda,56.801,59.9303,14.2,99,100,2.03,RU,1689698894
485,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1689698894
486,phalodi,27.1333,72.3667,37.28,38,100,6.83,IN,1689698894
487,nizhnekamsk,55.6366,51.8245,18.44,88,20,2.0,RU,1689698750
488,sortino,37.1566,15.026,33.38,25,0,3.03,IT,1689698894
489,panaba,21.2833,-88.2667,35.58,42,93,3.77,MX,1689698895
490,zhangye,38.9342,100.4517,27.74,21,57,2.31,CN,1689698895
491,turtas,58.9417,69.1325,18.82,85,100,3.98,RU,1689698895
492,leava,-14.3,-178.1667,26.41,82,100,12.32,WF,1689698895
493,kolkwitz,51.75,14.25,24.81,42,100,3.41,DE,1689698895
494,grand falls-windsor,48.9332,-55.6649,31.39,63,81,0.45,CA,1689698896
495,medzilaborce,49.2719,21.9007,24.51,62,7,2.22,SK,1689698896
496,shitanjing,39.2342,106.3439,24.4,32,0,5.46,CN,1689698896
497,vilyuysk,63.7553,121.6247,8.49,94,30,2.14,RU,1689698896
498,kharan,28.5833,65.4167,38.57,10,100,2.64,PK,1689698897
499,joal-fadiout,14.1667,-16.8333,28.62,70,96,2.94,SN,1689698897
500,merizo village,13.2658,144.6691,28.31,89,96,4.37,GU,1689698897
501,oranjemund,-28.55,16.4333,14.53,94,32,5.36,NA,1689698903
502,goundi,9.3627,17.366,24.75,87,59,3.54,TD,1689698903
503,agat village,13.3886,144.6585,28.52,86,40,2.06,GU,1689698903
504,gizo,-8.103,156.8419,26.98,82,72,4.09,SB,1689698904
505,san jorge,-31.8962,-61.8598,12.13,40,36,3.48,AR,1689698782
506,howard springs,-12.497,131.047,22.12,70,20,1.83,AU,1689698904
507,ko pha ngan,9.7578,100.0291,25.98,74,100,11.31,TH,1689698904
508,kijang,35.2442,129.2139,23.85,99,100,2.77,KR,1689698905
509,carora,10.1755,-70.0827,36.59,27,92,3.62,VE,1689698905
510,terrace,54.5163,-128.6035,16.23,82,100,4.12,CA,1689698905
511,zhaotong,27.3167,103.7167,16.16,83,99,1.72,CN,1689698905
512,tidjikja,18.5564,-11.4271,38.57,25,94,5.96,MR,1689698906
513,sao joao da barra,-21.6403,-41.0511,30.05,73,26,5.15,BR,1689698906
514,chernyshevskiy,63.0128,112.4714,13.76,56,96,2.52,RU,1689698906
515,fada,9.5667,8.3,26.16,79,89,1.87,NG,1689698906
516,aberystwyth,52.4155,-4.0829,15.49,92,100,5.69,GB,1689698907
517,illizi,26.4833,8.4667,38.89,9,0,7.26,DZ,1689698907
518,rabo de peixe,37.8,-25.5833,22.73,64,20,3.6,PT,1689698907
519,kayangel,8.0823,134.7173,26.84,81,100,9.18,PW,1689698907
520,changping,40.2186,116.2197,23.8,52,0,1.7,CN,1689698908
521,lamu,-2.2717,40.902,26.12,81,9,7.03,KE,1689698908
522,escanaba,45.7453,-87.0646,21.09,68,75,3.6,US,1689698908
523,matoury,4.8483,-52.3317,31.98,58,20,3.09,GF,1689698908
524,oelwein,42.6733,-91.9135,24.23,61,64,0.45,US,1689698909
525,mary,37.0,62.5,31.76,29,3,7.13,TM,1689698909
526,mpika,-11.8343,31.4529,13.29,58,1,1.56,ZM,1689698909
527,miro khan,27.7599,68.0921,41.06,28,80,7.4,PK,1689698910
528,machico,32.7,-16.7667,24.84,70,40,4.63,PT,1689698910
529,tibanbang,6.6315,126.1055,25.12,84,100,2.53,PH,1689698910
530,kuytun,54.3419,101.5036,11.34,78,2,1.38,RU,1689698910
531,freeport,40.6576,-73.5832,30.17,78,75,7.72,US,1689698908
532,las cruces,32.3123,-106.7783,37.06,16,0,3.58,US,1689698839
533,fendou,46.65,124.8667,20.87,79,0,3.11,CN,1689698911
534,sept-iles,50.2001,-66.3821,22.29,80,75,3.09,CA,1689698911
535,verdal,63.7933,11.4817,16.02,86,96,3.67,NO,1689698912
536,louiseville,46.2559,-72.9415,23.62,73,81,1.41,CA,1689698633
537,chela,34.069,104.4619,12.56,95,34,0.55,CN,1689698912
538,port augusta,-32.5,137.7667,8.39,88,2,2.77,AU,1689698912
539,ciudad insurgentes,25.2625,-111.7753,30.9,44,16,3.46,MX,1689698912
540,tuy hoa,13.0833,109.3,27.44,74,99,3.96,VN,1689698913
541,les anglais,18.3054,-74.2197,30.99,63,100,5.78,HT,1689698913
542,ewo,-0.8725,14.8206,31.67,40,84,1.59,CG,1689698913
543,yass,-34.8333,148.9167,3.78,90,2,3.04,AU,1689698914
544,errachidia,31.9275,-4.4285,39.03,4,0,2.57,MA,1689698914
545,corner brook,48.9667,-57.9484,29.09,84,96,3.15,CA,1689698630
546,iwon-up,40.3231,128.6553,20.88,94,3,1.1,KP,1689698915
547,linkou,45.3,130.2833,17.56,95,9,0.62,CN,1689698915
548,kelso,46.1468,-122.9084,20.83,75,0,4.12,US,1689698915
